id,logos,section,paragraph,tec_category,secondary_category,polarity,confidence,justification,error,page_start,biblical_citations
300,Η΄,§63,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΜΕΤΑΝΟΙΑ,Αρνητικό,0.93,Η παράγραφος αναπτύσσει με δραματική ένταση την εικόνα της Δευτέρας Παρουσίας όπου η μετάνοια θα είναι πλέον άκαρπη — κλεισθήσεται ὁ χρόνος τῆς μετανοίας — ενώ η αντίθεση λαμπρότητας δικαίων και καταδίκης αμαρτωλών προσδίδει ισχυρή εσχατολογική και κατηγορηματική φόρτιση.,,137,
301,Η΄,§64,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.91,"Η σκηνή της Δευτέρας Παρουσίας με τον αφορισμό προβάτων και ερίφων αποτυπώνει έντονη εσχατολογική συνείδηση κρίσης, ενώ η ερμηνεία των ερίφων ως αμαρτωλών εισάγει σαφή κατηγορητικό υπόντο.",,137,
302,Η΄,§65,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.82,"Η σκηνή της Δευτέρας Παρουσίας με τους εκ δεξιών κλείνει σε κατηγορία κατά της ψυχρᾶς προαιρέσεως και ἀφοβίας Θεοῦ, εκτρέποντας την εσχατολογική ελπίδα σε ηθική επίπληξη.",,138,
303,Η΄,§66,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.82,"Η σκηνή της Δευτέρας Παρουσίας με τους δικαίους ενώπιον του Κριτή φέρει εσχατολογικό βάρος, ενώ η έκφραση δέους μπροστά στον «βασιλεύοντα μυριάδων αγγέλων» εισάγει δοξολογικό τόνο θετικής φόρτισης.",,138,
304,Η΄,§67,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΑΓΑΠΗ,Θετικό,0.82,"Η σκηνή της εσχατολογικής κρίσης (ἐρεῖ ὁ βασιλεύς) λειτουργεί ως αποκάλυψη της αγάπης προς τους ελαχίστους ως κριτήριο σωτηρίας, με θετική φόρτιση που απορρέει από την αναγνώριση της ελεύθερης προαιρέσεως.",,138,
305,Η΄,§68,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.94,"Η παράθεση της καταδικαστικής απόφασης «Πορεύεσθε ἀπ᾿ ἐμοῦ οἱ κατηραμένοι εἰς τὸ πῦρ τὸ αἰώνιον» συνδυάζεται με ερμηνευτικό έλεγχο των ἀνελεημόνων πιστῶν, δημιουργώντας έντονα αρνητική εσχατολογική φόρτιση με παράλληλο κατηγορικό τόνο.",,138,
306,Η΄,§69,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.82,Σκηνή Τελικής Κρίσεως με απολογία αμετανόητων που δεν διακόνησαν τον Χριστό στο πρόσωπο των αδελφών — έντονος εσχατολογικός τόνος με υπόρρητη κατηγορία αδιαφορίας.,,139,
307,Η΄,§70,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.81,"Η σκηνή της Δευτέρας Παρουσίας με την καταδικαστική φράση «οὐδὲ ἐμοὶ ἐποιήσατε» αποτελεί εσχατολογική αφύπνιση, ενώ η θεολογική επεξήγηση για το αὐθαίρετον ως αξιέπαινον εισάγει κανονιστικό διδακτικό τόνο.",,139,
308,Η΄,§71,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.88,Η παράγραφος συνδυάζει έλεγχο αδιαφορίας προς τους ελαχίστους με εσχατολογική κατάληξη — κόλασιν αἰώνιον / ζωὴν αἰώνιον — που κυριαρχεί ως αφυπνιστικό μοτίβο Δευτέρας Παρουσίας.,,139,
309,Η΄,§72,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,,Αρνητικό,0.96,Θεολογική ανάλυση της αιωνιότητας ζωής και κολάσεως με έμφαση στο ἀτελεύτητον και των δύο — καθαρά εσχατολογικός στοχασμός με αρνητική φόρτιση λόγω της κυρίαρχης παρουσίας της αἰωνίου κολάσεως.,,139,
310,Η΄,§73,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,,Αρνητικό,0.97,"Η παράγραφος αναπτύσσει με δογματική σαφήνεια την αιώνια κόλαση και ζωή μέσω της αντίθεσης κόλασις αἰώνιος / ζωὴ αἰώνιος και της εικόνας του ἀσβέστου πυρός, με κυρίαρχο εσχατολογικό τόνο και αρνητική φόρτιση λόγω της έμφασης στη διαιώνιση της τιμωρίας.",,139,
311,Η΄,§74,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.91,"Η παράγραφος ερμηνεύει παύλειο χωρίο για αιώνιο πῦρ και κόλαση, κλείνοντας με την αντίθεση κολάσεως–αιωνίου ζωής, με κυρίαρχο τόνο εσχατολογικής κρίσης και δευτερεύοντα ηθικό έλεγχο του ἀδοκίμου ἐργάτη.",,139,
312,Η΄,§75,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΜΕΤΑΝΟΙΑ,Αρνητικό,0.82,"Η αλυσίδα των επιθέτων αἰχμάλωτοι, γυμνοί, ξένοι, παρεπίδημοι, ὁδῖται αποδίδει τη συνείδηση της ανθρώπινης αποξένωσης και φθαρτότητας ως αφύπνιση ενώπιον της αιωνιότητας, με δευτερεύουσα κατανυκτική χροιά αυτογνωσίας.",,140,
313,Η΄,§76,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.82,"Η παράγραφος ελέγχει τη λήθη των αιώνιων αγαθών ('ἀθάνατοι', 'ἐπιλαθόμενοι') ενώ προβάλλει ως τέλος την εσχατολογική ἀπάντησιν τοῦ Χριστοῦ ἐν νεφέλαις και τους ἁγίους θαλάμους, με κυρίαρχη τη συνείδηση του τέλους ως αφύπνιση.",,140,
314,Η΄,§77,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΦΟΒΟΣ_ΘΕΟΥ,Αρνητικό,0.95,"Η σαλπιγγά φωνή που διαδονεί ᾅδην, ἄβυσσον και καταχθόνια, με κατάληξη στην επιστροφή των ἁμαρτωλῶν εἰς τὸν ᾅδην, συνθέτει εικόνα Δευτέρας Παρουσίας και κρίσης υψηλής εσχατολογικής και δεοτικής φόρτισης.",,140,
315,Η΄,§78,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.81,"Η παράγραφος αναπτύσσει θεολογικό ερώτημα περί Ανάστασης, Άδη και Σταυρού, με εσχατολογικό πυρήνα (ᾅδης, νεκροί, φωνὴ ἐσχάτη), αλλά η δυναμική απολύτρωσης μέσω Σταυρού προσδίδει θετική φόρτιση ελπίδας και δόξας.",,140,
316,Η΄,§79,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΔΟΞΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Θετικό,0.72,"Η αλυσίδα ρητορικών ερωτημάτων οδηγεί σε θαυμασμό για τη σοφία της Ενανθρώπησης — μυστήριον Τριάδος, ἄφατον ἔλεος — αναδεικνύοντας δοξολογικό θαυμασμό μπροστά στο θεϊκό σχέδιο, με δευτερεύοντα διδακτικό τόνο.",,140,
317,Η΄,§80,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΚΑΤΗΓΟΡΙΑ,ΕΛΠΙΔΑ,Αρνητικό,0.74,"Ο Νεόφυτος καταγράφει με πικρία την ολιγοπιστία των Ιουδαίων παρά τα μύρια θαύματα και την απόρριψη Χριστού και κηρύκων, ενώ ο κλείων στίχος «μὴ φοβοῦ, τὸ μικρὸν ποίμνιον» εισάγει δευτερευόντως τόνο ελπίδας για τους ολίγους πιστούς.",,140,
318,Η΄,§81,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΔΟΞΟΛΟΓΙΑ,Ουδέτερο,0.81,"Η αντιπαραβολή Πρώτης και Δευτέρας Παρουσίας — με κατάβαση στον ᾅδη και ανάσταση πάσης ἐμψύχου φύσεως — αποτελεί κατεξοχήν εσχατολογική διατύπωση, με ανιχνεύσιμη δοξολογική υποτόνια στη θεολογική επιχειρηματολογία υπέρ της Ενσάρκωσης.",,141,
319,Η΄,§82,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΕΛΠΙΔΑ,Θετικό,0.88,"Η εικόνα της σάλπιγγας του αρχαγγέλου και της ανάστασης νεκρών εντάσσεται σαφώς στην εσχατολογία, αλλά το εὐφρανθήσονται προσδίδει ελπιδοφόρο, θετικό τόνο αντί δραματικού τρόμου.",,141,
320,Η΄,§83,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΕΛΠΙΔΑ,Θετικό,0.91,"Λεπτομερής περιγραφή Ανάστασης και Παρουσίας Κυρίου με έμφαση στη δύναμη Θεού και την αιώνια κοινωνία μετ' Αυτού, με ισχυρή εσχατολογική φόρτιση που αποπνέει ελπίδα παρά δέος.",,141,
321,Η΄,§84,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.81,"Η μεταφορά της «χρυσόπολης» και «σῳζόπολης» της Χριστοῦ παρουσίας αποπνέει εσχατολογική έλξη με ενθουσιώδη, σχεδόν δοξολογικό τόνο, καθώς ο λόγος παρουσιάζεται να αδυνατεί να αποσπαστεί από το θέαμα της Δευτέρας Παρουσίας.",,141,
322,Η΄,§85,Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν,ΕΣΧΑΤΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Ουδέτερο,0.72,"Η αναφορά στον ὄγδοο αἰώνα, στη θεία κρίση και στο «Μὴ κρίνετε» συνθέτουν έναν κυρίως εσχατολογικό-διδακτικό τόνο με μεταγλωσσικό, συνοπτικό χαρακτήρα περιεχομένου.",,142,
